coreid,mofid-v1,mofid-v2,LCD_(Å),PLD_(Å),LFPD_(Å),Density_(g/cm3),ASA_(A2),ASA_(m2/cm3),ASA_(m2/g),NASA_(A2),NASA_(m2/cm3),NASA_(m2/g),PV_(A3),VF,PV_(cm3/g),NAV_(A3),NPV_(cm3/g),structure_dimension,topology(SingleNodes),topology(AllNodes),catenation,dimension_by_topo,hall,number_spacegroup,Metal_Types,Has_OMS,OMS_Types,average_atomic_mass,Heat_capacity@300K_(J/g/K),Heat_capacity@350K_(J/g/K),Heat_capacity@400K_(J/g/K),natoms,Thermal_stability_(°C),Solvent_stability,Water_stability,KH_Classes,category
2018[Al][nan]3[ASR]2,[Al].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH] MOFid-v1.unknown.cat0;NIRPEM_ASR_pacman,[Al1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[OH1] MOFid-v2.UNKNOWN.cat0;NIRPEM_ASR_pacman,6.92751,6.77002,6.92751,1.06432,203.116,1571.57,1476.59,0.0,0.0,0.0,733.073,0.5672,0.532923,0.0,0.0,3,unknown,unknown,1,3,I 4bw 2bw,98,Al,No,,11.5053277,0.929250545,1.041447084,1.155086301,72,369.4,0.5096812,0.74,strong,strong&stable
2018[Cd][dia]3[ASR]1,unknown,unknown,7.78163,6.24532,7.72597,0.96533,667.834,2031.57,2104.54,0.0,0.0,0.0,2089.39,0.6356,0.658428,0.0,0.0,3,dia,dia,2,3,-P 1,2,Cd,Yes,Cd,11.1104,0.816043692,0.901710833,0.966280576,172,312.4,0.5702047,0.81,strong,strong&stable
2018[Cd][nan]3[ASR]12,unknown,[C8Cd4N8O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[C][=C][N][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=N][N][=N][NH0][Ring1][Branch1] MOFid-v2.ERROR.cat0;HEPCIR_ASR_pacman,7.04837,6.1341,7.04837,1.31336,472.766,1614.34,1229.18,0.0,0.0,0.0,1815.11,0.6198,0.471921,0.0,0.0,3,unknown,unknown,1,3,-C 2yc,15,Cd,Yes,Cd,17.03106,0.642071419,0.723183685,0.772134624,136,367.5,0.23039654,0.562307692,strong,strong&stable
2018[Cd][nan]3[ASR]13,O=C(C1=C[N]N=C1)Nc1ccc(cc1)C(=O)[O-].O=C([C]1C=NN=C1)Nc1ccc(cc1)C(=O)[O-].[Cd] MOFid-v1.unknown.cat0;JEWXER_ASR_pacman,unknown,8.49119,5.98157,8.44093,1.09108,585.217,1876.07,1719.46,0.0,0.0,0.0,1977.06,0.6338,0.580891,0.0,0.0,3,unstable,unstable,1,3,-P 1,2,Cd,Yes,Cd,13.6641032,0.716438571,0.802954852,0.85038942,150,343.3,0.81782037,0.681052632,strong_high_loading,strong&stable
2018[Cd][nan]3[ASR]17,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.unknown.cat0;WENSOA_ASR_pacman,[Cd1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][CH0][N][NH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;WENSOA_ASR_pacman,6.30912,5.44918,6.30912,1.4229,725.715,1383.43,972.256,0.0,0.0,0.0,2806.49,0.535,0.375991,0.0,0.0,3,unknown,unstable,1,2,-C 2yc,15,Cd,Yes,Cd,14.98346613,0.718760504,0.798514259,0.855569618,300,395.1,0.85397625,0.639411765,strong,strong&stable
2018[Cd][nan]3[ASR]6,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.unknown.cat0;c7ce01638g2_ASR_pacman,[C3Cd1O6_Type-1].[C8Cd3O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;c7ce01638g2_ASR_pacman,7.67731,6.18207,7.60654,0.933546,1598.75,2069.73,2217.06,0.0,0.0,0.0,5044.04,0.653,0.699484,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Cd,Yes,Cd,13.15936364,0.764736193,0.86832934,0.9199484,330,459.4,0.9622166,0.699411765,strong,strong&stable
2018[Cd][sql]2[ASR]6,Fc1cc(C=Cc2ccncc2)cc(c1)C=Cc1ccncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-] MOFid-v1.sql.cat0;TIPPIU_ASR_pacman,[C4Cd2O8_Type-3].[F][C][=C][C][Branch1][O][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=C][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.sql.cat0;TIPPIU_ASR_pacman,8.46575,8.00474,8.46575,1.18722,328.616,1014.66,854.658,0.0,0.0,0.0,1709.37,0.5278,0.44457,0.0,0.0,2,sql,sql,1,3,-P 1,2,Cd,No,,10.52492479,0.853438302,0.943666931,0.994681473,220,283.5,0.7418437,0.727104278,strong,strong&stable
2018[Cd][sql]2[ASR]7,"Fc1cc2cc(c1)C1C(c3cc(C4C2C(C4c2ccncc2)c2ccncc2)cc(c3)F)C(C1c1ccncc1)c1ccncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-] MOFid-v1.ERROR,unknown.cat0;TIPPOA_ASR_pacman","[C4Cd2O8_Type-1].[F][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][Branch2][Ring2][#Branch2][C][=C][C][Branch2][Ring1][O][C][C][Ring1][O][C][Branch1][N][C][Ring1][Ring2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch1][F][C][Branch1][=N][C][Ring2][Ring1][O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.ERROR,UNKNOWN.cat0;TIPPOA_ASR_pacman",9.74689,8.04599,9.74689,1.19474,313.502,974.133,815.349,0.0,0.0,0.0,1694.1,0.5264,0.440597,0.0,0.0,2,sql,sql,1,2,-P 1,2,Cd,No,,10.52492479,0.852040241,0.952194592,1.015511187,220,317.1,0.14229527,0.72,strong,strong&stable
2018[Ce][csq]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43 MOFid-v1.csq.cat0;c7cc08200b2_3_ASR_pacman,unknown,23.51979,17.73807,23.51979,0.557854,4470.96,1883.45,3376.25,0.0,0.0,0.0,19261.1,0.8114,1.4545,4.74763,0.000358517,3,csq,csq,1,3,-P 6 2,191,Ce,No,,13.42542545,0.754091264,0.842921628,0.938492363,594,349.5,0.65594196,0.66,strong,strong&stable
2018[Ce][scu]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43 MOFid-v1.scu.cat0;c7cc08200b2_4_ASR_pacman,unknown,12.44211,8.55177,12.44211,0.669755,1460.72,2216.34,3309.17,0.0,0.0,0.0,5020.78,0.7618,1.13743,2.63627,0.000597233,3,scu,scu,1,3,-C 2 2,65,Ce,No,,13.42542545,0.758462784,0.845553072,0.942261782,198,413.4,0.36545515,0.65,superstrong,strong&stable
2018[CeZn][she]3[ASR]1,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43 MOFid-v1.she.cat0;c7cc08200b2_2_ASR_pacman,unknown,23.2696,14.5945,23.2696,0.548192,5188.32,1703.29,3107.1,0.0,0.0,0.0,25166.6,0.8262,1.50714,6.09213,0.000364836,3,she,sqc13549,1,3,-I 4 2 3,229,"Ce,Zn",Yes,Zn,15.19006091,0.702659756,0.771536058,0.853848367,662,278.7,0.5037834,0.59,strong,strong&stable
2018[Co][flu]3[ASR]4,unknown,[C6Co4O14_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][P][=Branch1][C][=O][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.kgd.cat0;PICCOW_ASR_pacman,8.66917,5.08753,8.39358,0.953232,691.024,1832.56,1922.47,0.0,0.0,0.0,2408.8,0.6388,0.670141,0.0,0.0,3,flu,flu,1,3,-P 2ybc,14,Co,Yes,Co,12.29898482,0.822241832,0.923044286,0.980393265,176,98.8,0.92158216,0.67,strong,strong&stable
2018[Co][nan]3[ASR]13,[Co].[O-]C(=O)c1ccc(s1)C(=O)[O-].[O-]C=O.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.unknown.cat0;TETZUQ_ASR_pacman,unknown,6.81027,5.76066,6.80651,1.12997,581.99,1355.48,1199.57,0.0,0.0,0.0,2345.17,0.5462,0.483374,0.0,0.0,3,unstable,unstable,1,3,-C 2yc,15,Co,Yes,Co,11.87684439,0.855835684,0.973924823,1.025580399,246,272.7,0.8187238,0.779655172,strong,strong&stable
2018[Co][tfz]3[ASR]1,"Cc1cc(c(cc1n1cncc1)C)n1cncc1.[Co].[O-]C(=O)c1cc(ccc1c1cccnc1)C(=O)[O-] MOFid-v1.tfz-d,unknown.cat0;BEXMID_ASR_pacman","[C4Co2O8_Type-1].[C][C][=C][C][=Branch1][S][=C][Branch1][N][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1][C][N][C][=N][C][=C][Ring1][Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tfz-d,UNKNOWN.cat0;BEXMID_ASR_pacman",6.90684,5.92916,6.89711,1.08986,313.585,1227.19,1126.0,0.0,0.0,0.0,1356.36,0.5308,0.487033,0.0,0.0,3,tfz-d,tfz-d,1,3,-C 2yc,15,Co,No,,9.982763214,0.921046158,1.022045376,1.074204727,168,393.8,0.61621845,0.922622378,strong,strong&stable
2018[Cu][nan]3[ASR]12,"OC(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].O[C](c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O.[Cu][Cu] MOFid-v1.unknown,mfj.cat0;MIKVEK_ASR_pacman","[C4Cu2O8_Type-1].[O][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[O][CH0][Branch2][Branch1][#Branch2][C][=C][C][=Branch2][Ring1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][O] MOFid-v2.UNKNOWN,mfj.cat0;MIKVEK_ASR_pacman",10.93596,6.64212,10.93049,0.740028,1829.08,2367.87,3199.7,0.0,0.0,0.0,5657.49,0.7324,0.989692,0.0,0.0,3,unknown,mfj,1,3,C 2c -2,36,Cu,Yes,Cu,12.65619441,0.811673019,0.899175511,0.958573585,272,264.4,0.78292775,0.525,superstrong,strong&stable
2018[Cu][nan]3[ASR]14,[Cu].[O-]C(=O)c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(=O)[O-].[OH] MOFid-v1.ERROR.cat0;ZIWLAV_ASR_pacman,[Cu6_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][O-1].[OH1] MOFid-v2.ERROR.cat0;ZIWLAV_ASR_pacman,6.57518,5.30288,6.56335,1.27835,716.594,1411.53,1104.18,0.0,0.0,0.0,2825.71,0.5566,0.435405,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Cu,Yes,Cu,13.76149857,0.811264525,0.911884058,0.971796836,284,296.5,0.5604338,0.718571429,strong,strong&stable
2018[Cu][nan]3[ASR]15,[Cu].[O-]C(=O)c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(=O)[O-].[OH] MOFid-v1.ERROR.cat0;ZIWNIF_ASR_pacman,[Cu6_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][O-1].[OH1] MOFid-v2.ERROR.cat0;ZIWNIF_ASR_pacman,6.95268,5.46567,6.94316,1.24589,1513.09,1452.38,1165.74,0.0,0.0,0.0,5969.53,0.573,0.459914,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Cu,Yes,Cu,13.76149857,0.811786196,0.911332575,0.97121484,568,272.2,0.75080943,0.718571429,strong,strong&stable
2018[Cu][sit]3[ASR]1,"[Cu]O[Cu]Br.[O-]C(=O)c1cc(nc(c1)c1ccncc1)c1ccncc1 MOFid-v1.sit,ERROR.cat1;c7ce01840a2_3_ASR_pacman",unknown,6.57016,6.08023,6.53615,1.34639,177.573,928.244,689.431,0.0,0.0,0.0,936.605,0.4896,0.363639,0.0,0.0,3,sit,sit,2,2,-C 2yc,15,Cu,No,,11.75052121,0.808211143,0.909891043,0.950237222,132,339.2,0.85704106,0.8055,strong,strong&stable
2018[Er][nan]3[ASR]4,[Er].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-] MOFid-v1.qtz.cat0;QIKZIW_ASR_pacman,[C8Er2O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.qtz.cat0;QIKZIW_ASR_pacman,7.09433,6.3331,7.09433,1.28769,506.012,962.197,747.227,7.70432,14.65,11.377,2820.89,0.5364,0.416559,0.0,0.0,3,unknown,unknown,3,3,P 62 2c (0 0 1),180,Er,No,,12.35781164,0.760741002,0.849252655,0.891717145,330,304.1,0.92887115,0.51,strong,strong&stable
2018[Eu][nan]3[ASR]1,[Eu].[O-]C(=O)c1ccc(cc1)N[C]1NC(=NC(=N1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N[C]1N[C](Nc2ccc(cc2)C(=O)[O-])N=[C](=N1)[N]c1ccc(cc1)C(=O)[O-] MOFid-v1.unknown.cat0;ao8b00199_si_002_ASR_pacman,unknown,9.93484,8.5685,9.93484,0.895347,1794.97,1902.51,2124.89,0.0,0.0,0.0,6362.76,0.6744,0.753227,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Eu,No,,12.11200895,0.767071818,0.854795761,0.903821805,420,415.4,0.9407828,0.87,strong,strong&stable
2018[Eu][nan]3[ASR]7,[Eu].[O-]C(=O)c1cncc(c1)C(=O)[O-].[O] MOFid-v1.unknown.cat0;REWVAT_ASR_pacman,[Eu6_Type-1].[O-1][C][=Branch1][C][=O][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0] MOFid-v2.UNKNOWN.cat0;REWVAT_ASR_pacman,6.06613,5.89512,6.06613,1.74623,256.449,1349.49,772.805,0.0,0.0,0.0,977.153,0.5142,0.294463,0.0,0.0,3,unknown,unknown,1,3,P 65 2 (0 0 1),179,Eu,No,,19.59214235,0.596934226,0.648529293,0.690523036,102,422,0.8565248,0.76,superstrong_high_loading,strong&stable
2018[Eu][sqc]3[ASR]1,unknown,unknown,6.30853,5.44944,6.29466,1.12287,215.936,1148.94,1023.22,14.0004,74.4932,66.3415,1093.45,0.5818,0.518134,0.0,0.0,3,sqc885,unknown,1,3,-P 1,2,Eu,No,,10.95579552,0.795806413,0.873907714,0.925149873,116,352.5,0.61385334,0.92,superstrong_high_loading,strong&stable
2018[Gd][nan]3[ASR]2,[Gd][Gd].[O-]C(=O)c1cc2c3c(c1)[n+]([O-])[n+](c1c3c([n+]([n+]2[O-])[O-])cc(c1)C(=O)[O-])[O-].[O-]C(=O)c1ccc2c(c1)[n+]([O-])[n+](c1c2ccc(c1)C(=O)[O-])[O-] MOFid-v1.ERROR.cat0;IFINUJ_ASR_pacman,[Gd2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=N+1][Branch2][Ring1][N][C][=C][Ring1][Branch2][C][Branch1][=Branch2][N+1][=Branch1][Branch1][=N+1][Ring1][N][O-1][O-1][=C][C][=Branch1][Ring2][=C][Ring1][#Branch2][C][=Branch1][C][=O][O-1][O-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=N+1][Branch2][Ring1][C][C][=C][Ring1][Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O-1] MOFid-v2.ERROR.cat0;IFINUJ_ASR_pacman,9.25434,7.53537,9.2218,1.19815,532.172,1515.18,1264.6,0.0,0.0,0.0,2083.49,0.5932,0.495098,0.0,0.0,3,unknown,unknown,1,3,-C 2yc,15,Gd,No,,14.39906864,0.719888482,0.804288524,0.859039657,176,409.5,0.532706,0.89,superstrong_high_loading,strong&stable
2018[Gd][nan]3[ASR]8,[Gd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.tsg.cat0;ZESFEL_ASR_pacman,[Gd3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsg.cat0;ZESFEL_ASR_pacman,12.22241,10.14482,12.22241,1.02743,404.765,1408.57,1370.96,0.0,0.0,0.0,1806.91,0.6288,0.612013,0.0,0.0,3,unknown,unknown,1,3,"R 3 2""",155,Gd,Yes,Gd,12.09498776,0.744176544,0.820066467,0.857442361,147,395.2,0.922102,0.96,superstrong_high_loading,strong&stable
2018[Gd][nan]3[FSR]4,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH2][Gd] MOFid-v1.unknown.cat0;ZESFEL_FSR_pacman,,11.08788,10.14589,11.08788,1.05866,385.475,1341.44,1267.11,0.0,0.0,0.0,1766.68,0.6148,0.580734,0.0,0.0,3,unknown,unknown,1,3,-P 1,2,Gd,No,,11.74364769,0.771727938,0.837735648,0.882308245,156,403.1,0.81521446,0.91,strong,strong&stable
2018[Gd][sqc]3[ASR]1,unknown,unknown,6.24142,5.35907,6.24045,1.13869,220.201,1178.34,1034.82,12.9754,69.434,60.9772,1061.07,0.5678,0.498645,0.0,0.0,3,sqc885,unknown,1,3,-P 1,2,Gd,No,,11.04693345,0.793058001,0.872210647,0.9230975,116,352.2,0.60882044,0.92,superstrong_high_loading,strong&stable
2018[Ho][nan]3[ASR]1,unknown,[C8Ho2O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.qtz.cat0;QIKZES_ASR_pacman,7.09763,6.3561,7.09763,1.27918,510.106,966.881,755.863,7.58158,14.3705,11.2342,2836.26,0.5376,0.420271,0.0,0.0,3,unknown,unknown,3,3,P 62 2c (0 0 1),180,Ho,No,,12.315472,0.767949664,0.856183851,0.896406876,330,297.4,0.9295614,0.64,strong,strong&stable
2018[Mn][bcu]3[ASR]1,O=C1c2ccc(cc2C(=O)c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Mn].[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-] MOFid-v1.ERROR.cat0;c7sc05390h2_1_ASR_pacman,[C14Mn7O28_Type-1].[O][=C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][Branch2][=O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=Branch1][C][=O][O-1] MOFid-v2.ERROR.cat0;c7sc05390h2_1_ASR_pacman,7.60082,6.12799,7.60082,0.922419,918.489,2087.54,2263.12,0.0,0.0,0.0,2717.35,0.6176,0.669544,0.0,0.0,3,bcu,bcu,1,3,-P 1,2,Mn,Yes,Mn,12.03976845,0.864059852,0.964135496,1.02203101,203,404.6,0.47460434,0.758461538,strong,strong&stable
2018[Ni][sql]2[ASR]1,[Ni].[O-]C(=O)c1cc(ccc1C(=O)O)c1ccc(nc1)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.unknown.cat0;c7ce02009k2_7_ASR_pacman,[Ni1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.UNKNOWN.cat0;c7ce02009k2_7_ASR_pacman,5.99567,4.91511,5.994,1.11829,335.3,1128.83,1009.43,0.0,0.0,0.0,1576.06,0.5306,0.474475,0.0,0.0,2,sql,sql,1,3,-P 2ybc,14,Ni,Yes,Ni,10.20583265,0.918301885,1.03509824,1.085411621,196,321,0.9163768,0.855746843,strong,strong&stable
2018[NiCo][scu]3[ASR]1,"[Co].[O]P(=O)(c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)P(=O)([O])[O])cc1)c1ccc(cc1)P(=O)([O])[O])c1ccc(cc1)P(=O)([O])[O])[O] MOFid-v1.scu,ffc.cat0;HIQDUJ01_ASR_pacman",unknown,13.38562,12.8255,13.38562,0.844814,608.581,1405.9,1664.15,0.0,0.0,0.0,2880.36,0.6654,0.787629,0.0,0.0,3,scu,unknown,1,3,P -4 -2c,116,"Ni,Co",Yes,Ni,12.10039338,0.816958755,0.930435742,0.983643806,182,341.6,0.8210565,0.55,strong,strong&stable
2018[NiCo][scu]3[ASR]2,"[Co].[O]P(=O)(c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)P(=O)([O])[O])cc1)c1ccc(cc1)P(=O)([O])[O])c1ccc(cc1)P(=O)([O])[O])[O] MOFid-v1.scu,ffc.cat0;HIQDUJ03_ASR_pacman",unknown,13.33026,12.76845,13.33026,0.844814,609.487,1407.99,1666.63,0.0,0.0,0.0,2885.55,0.6666,0.78905,0.0,0.0,3,scu,unknown,1,3,P -4 -2c,116,"Ni,Co",Yes,Ni,12.10039338,0.814000043,0.927213771,0.980931913,182,342,0.821828,0.55,strong,strong&stable
